Date,AAPL.US Close,MSFT.US Close,ADBE.US Close,AMZN.US Close,PEP.US Close,AAPL.US High,MSFT.US High,ADBE.US High,AMZN.US High,PEP.US High,AAPL.US Low,MSFT.US Low,ADBE.US Low,AMZN.US Low,PEP.US Low,AAPL.US Open,MSFT.US Open,ADBE.US Open,AMZN.US Open,PEP.US Open,AAPL.US Volume,MSFT.US Volume,ADBE.US Volume,AMZN.US Volume,PEP.US Volume
2024-04-04,167.454,415.546,487.11,180.0,169.65,170.53,426.275,504.11,185.1,171.78,167.454,415.237,486.7,180.0,169.33,168.911,422.616,503.56,184.0,170.92,54142477.0,19479705.069256,3403327.0,41624261.0,5422567.0
2024-04-05,168.207,423.143,485.12,185.07,169.14,169.011,424.127,490.09,186.27,169.97,167.584,415.983,481.28,181.97,168.065,168.217,417.664,488.84,182.38,169.4,42448294.0,16647769.487544,4972655.0,42373992.0,4412390.0
2024-04-08,167.087,422.287,484.28,185.32,169.58,167.831,424.894,486.98,187.29,170.05,166.879,420.935,477.23,184.81,168.74,167.663,422.794,484.13,186.9,169.15,37730809.0,14341271.443273,3439211.0,39154806.0,3755725.0
2024-04-09,168.297,423.898,492.55,185.67,170.61,168.704,425.351,493.31,187.34,170.72,166.988,419.265,483.31,184.2,168.73,167.334,424.057,486.0,187.24,170.225,42797503.0,12582585.942106,2548566.0,36546946.0,3774304.0
2024-04-10,166.422,420.896,487.22,185.95,168.95,167.722,421.661,491.765,186.2699,169.63,165.758,417.355,480.28,182.67,167.77,167.434,419.832,489.39,182.765,169.57,50114837.0,16307689.513855,2487870.0,35879151.0,4581676.0
2024-04-11,173.624,425.539,484.28,189.05,168.36,174.039,426.971,488.67,189.77,169.87,166.8,420.0,479.74,185.51,167.77,166.978,423.44,487.36,186.74,169.62,91813176.0,18067362.532126,2978539.0,40020742.0,4241563.0
2024-04-12,175.121,419.542,474.09,186.13,168.1,176.916,422.804,478.78,188.38,168.51,172.8,417.424,468.6,185.08,167.32,172.85,421.681,477.95,187.72,167.69,102500262.0,19361922.033836,5621945.0,38608849.0,5453736.0
2024-04-15,171.293,411.329,470.1,183.62,166.95,175.201,424.435,478.52,188.69,169.35,171.104,411.121,468.35,183.0,166.03,173.94,424.217,477.02,187.425,169.21,74131605.0,20387439.439383,3353225.0,48052395.0,5133181.0
2024-04-16,168.009,412.264,476.22,183.32,167.5,172.355,416.063,478.98,184.83,168.51,166.909,411.418,468.49,182.26,166.89,170.36,412.254,470.0,183.27,167.03,74312531.0,16859809.119846,2660097.0,32891265.0,4569689.0
2024-04-17,166.64,409.538,474.45,181.28,169.48,169.27,416.54,481.02,184.57,169.7,166.64,408.037,472.685,179.82,168.21,168.237,414.919,477.31,184.31,169.09,51316434.0,15944564.792763,2034793.0,31359673.0,4069200.0
2024-04-18,165.688,402.011,473.18,179.22,172.27,167.275,409.588,477.605,182.39,172.68,165.202,401.694,471.825,178.65,170.1,166.67,408.337,476.76,181.47,170.1,43474675.0,21148067.952064,2389742.0,30723793.0,5574662.0
2024-04-19,163.596,396.89,465.03,174.62,174.13,165.054,403.125,476.58,179.0,174.27,162.747,395.548,463.0901,173.44,171.8,164.865,401.773,476.54,178.74,172.28,68320632.0,30167538.324082,3280433.0,55944410.0,6636308.0
2024-04-22,164.499,398.72,466.89,177.23,176.46,165.907,400.6,471.5,178.87,177.2,163.437,393.538,462.28,174.56,174.03,164.176,397.845,470.215,176.94,174.41,48508950.0,20400851.369743,2604256.0,37924890.0,7288701.0
2024-04-23,165.549,405.293,472.9,179.54,171.22,165.698,405.919,474.81,179.93,174.88,163.586,400.808,467.83,175.975,170.14,164.012,401.976,469.72,178.08,174.7,49941863.0,15822901.076586,2205836.0,37046519.0,9145041.0
2024-04-24,167.653,406.775,477.12,176.59,177.41,167.93,410.165,478.57,180.323,178.09,164.865,404.507,471.7283,176.18,167.65,165.192,407.272,472.94,179.94,168.5,48645447.0,15149970.518679,2338044.0,34185109.0,10016685.0
2024-04-25,168.517,396.811,473.44,173.67,176.68,169.23,397.656,474.5042,173.92,180.63,166.791,385.862,465.78,166.32,175.82,168.152,391.829,468.41,169.68,178.28,50970756.0,40814474.091032,2250913.0,49249390.0,7441497.0
2024-04-26,167.93,404.049,477.56,179.62,175.58,169.954,410.692,482.79,180.82,178.57,167.811,403.493,471.685,176.13,174.34,168.507,409.868,472.31,177.795,174.44,45204120.0,29861485.454509,2460261.0,43919765.0,4472102.0
2024-04-29,172.096,400.003,473.07,180.96,176.14,174.607,404.049,481.677,183.53,176.315,171.7,396.959,471.07,179.39,175.02,171.967,402.985,478.04,182.75,175.5,68725508.0,19692107.72974,2954736.0,54063937.0,3224473.0
2024-04-30,168.951,387.155,462.83,175.0,175.91,173.575,399.914,475.42,182.99,176.47,168.625,386.995,462.46,174.8,174.8404,171.927,399.247,472.0,181.09,176.27,66472635.0,28943074.435613,3222618.0,94639786.0,4465331.0
2024-05-01,167.93,392.734,469.39,179.0,175.15,171.308,399.476,477.76,185.15,176.23,167.742,388.129,460.36,176.56,173.66,168.207,390.417,461.12,181.635,175.46,50794145.0,23694860.484101,2490171.0,94645148.0,4340495.0
2024-05-02,171.63,395.618,476.57,184.72,175.45,172.012,397.696,477.155,185.1,176.32,169.508,392.446,468.2994,179.91,174.55,171.114,395.438,474.3,180.85,175.58,94983469.0,17808859.315034,2516422.0,54303510.0,3964773.0
2024-05-03,181.896,404.389,486.18,186.21,176.15,185.486,404.876,487.49,187.87,176.49,181.182,399.614,477.565,185.42,175.0,185.136,400.033,482.27,186.99,175.8,164555603.0,17544743.742588,2833186.0,39172004.0,3492120.0
2024-05-06,180.239,411.229,493.59,188.7,175.82,182.709,411.618,495.44,188.745,176.76,178.962,404.099,488.0,184.8,175.13,180.878,406.476,490.1,186.28,176.76,79210596.0,17092130.060651,2104030.0,34725295.0,3576284.0
2024-05-07,180.923,407.053,492.27,188.76,178.02,183.405,412.353,496.755,189.94,178.15,179.854,406.804,489.14,187.305,176.51,181.966,412.343,492.51,188.92,177.0,77936389.0,20130695.048578,2518346.0,34048902.0,3707968.0
2024-05-08,181.261,408.247,488.1,188.0,177.41,181.589,409.927,495.81,188.43,178.88,179.982,404.441,486.92,186.385,177.19,181.371,405.89,489.97,187.44,178.71,45424638.0,11858559.921833,2165021.0,26136350.0,3400880.0
2024-05-09,183.077,410.017,482.65,189.5,178.06,183.166,410.414,490.4364,191.7,178.43,180.637,406.814,481.65,187.44,177.09,181.082,408.277,489.41,188.88,177.26,49382548.0,14772257.293896,2301635.0,43368377.0,2421414.0
2024-05-10,181.814,412.422,482.29,187.48,179.79,183.841,413.059,489.48,189.892,180.16,180.9,409.499,480.3,186.93,177.61,183.652,410.628,483.5,189.16,177.95,51104249.0,13477578.123616,2741116.0,34141771.0,4201814.0
2024-05-13,185.025,411.409,483.11,186.57,180.9,185.839,416.011,490.1599,188.31,181.35,183.375,408.524,481.71,185.36,179.85,184.184,415.674,486.24,188.0,180.51,72534130.0,15526972.771373,2458192.0,24898613.0,4408084.0
2024-05-14,186.166,414.233,475.95,187.07,179.87,187.03,415.157,481.8,187.72,181.28,185.035,409.251,466.48,183.45,178.6,186.244,409.718,480.41,183.82,181.05,52749472.0,15194193.586048,4287846.0,38698155.0,3508716.0
2024-05-15,188.44,421.475,485.35,185.99,179.46,189.364,422.202,489.61,186.7193,180.4,186.106,415.687,476.61,182.73,179.0,186.643,416.315,480.76,185.97,179.24,70878138.0,22324213.483965,3491638.0,75459927.0,4785118.0
2024-05-16,188.56,419.394,482.88,183.63,183.11,189.806,423.807,486.23,187.31,183.41,188.38,418.756,481.385,183.46,179.46,189.185,420.2,484.7,185.6,179.63,53204149.0,17596798.394309,2562865.0,38834450.0,5984739.0
2024-05-17,188.589,418.616,483.43,184.7,182.19,189.523,421.316,485.88,185.3,182.96,187.904,416.439,481.52,183.35,181.83,188.232,420.937,483.32,183.76,182.59,41563315.0,15410695.039903,2261147.0,33175655.0,4449107.0
2024-05-20,189.751,423.727,484.69,183.54,180.31,190.624,425.151,485.37,186.665,182.13,187.735,418.397,478.32,183.28,179.9123,188.048,418.616,483.0,184.34,182.09,44662573.0,16334095.69474,1881117.0,30511768.0,3221153.0
2024-05-21,191.053,427.412,481.85,183.15,181.08,191.429,431.328,487.5,183.26,181.58,189.632,423.239,477.12,180.75,179.8,189.801,425.206,481.19,182.3,181.5,42596762.0,21534941.608079,1915797.0,50839129.0,3288063.0
2024-05-22,189.612,428.887,483.93,183.13,182.09,191.521,430.77,485.665,185.22,182.13,188.987,425.51,479.14,181.9715,179.98,190.968,428.458,483.97,183.88,180.45,34883876.0,18142516.4187,1875835.0,28148784.0,4046993.0
2024-05-23,185.619,425.381,483.31,181.05,179.27,189.711,431.955,491.68,184.76,181.89,185.364,423.811,478.69,180.08,179.04,189.692,431.328,488.38,183.66,181.33,51352351.0,17277225.185242,2219854.0,33670173.0,4009026.0
2024-05-24,188.698,428.528,475.43,180.75,177.99,189.294,429.419,485.38,182.435,179.42,186.773,422.8,473.9,180.3,177.87,187.547,425.569,481.25,181.65,179.37,36573704.0,11900425.843171,3085605.0,27471640.0,3447399.0
2024-05-28,188.708,428.688,478.43,182.15,173.38,191.698,429.186,478.67,182.24,176.275,187.824,424.981,469.6,179.49,171.9,190.219,428.0,473.01,179.93,176.23,52635132.0,15777872.823233,2575270.0,29926963.0,6178117.0
2024-05-29,189.006,427.542,477.6,182.02,171.15,190.95,429.306,482.79,184.08,173.18,188.232,424.075,472.595,181.55,170.72,188.331,424.075,472.78,181.7,172.43,53428448.0,15576213.888054,2214810.0,32009294.0,5352113.0
2024-05-30,189.999,413.097,445.87,179.32,170.48,190.883,422.691,466.82,181.34,171.71,189.344,412.669,444.84,178.355,170.4,189.473,422.691,464.9,181.31,171.35,50287182.0,28533079.029899,5606896.0,29249229.0,3903880.0
2024-05-31,190.953,413.555,444.76,176.44,172.9,191.272,415.169,448.23,179.21,172.97,188.629,402.975,433.97,173.87,169.52,190.149,415.169,447.72,178.3,169.89,75668744.0,48177999.38588,7487507.0,58903939.0,8155606.0
2024-06-03,192.721,411.951,439.02,178.34,171.23,193.674,414.851,449.84,178.7,172.9,191.222,407.373,436.58,175.92,171.03,191.598,413.948,447.58,177.7,172.72,50420680.0,17551250.621933,3967669.0,30786640.0,5032377.0
2024-06-04,193.039,414.491,448.37,179.34,173.89,194.003,414.861,450.12,179.82,174.39,191.731,408.121,441.59,176.44,170.815,193.322,410.866,442.82,177.64,171.21,47793867.0,14403552.735199,3183594.0,27198388.0,4619065.0
2024-06-05,194.548,422.402,455.8,181.28,173.49,195.571,422.471,458.6,181.5,173.97,193.555,414.721,448.37,178.75,171.96,194.083,416.225,449.19,180.1,173.84,54524612.0,17052722.599243,3295029.0,32116394.0,5370688.0
2024-06-06,193.169,422.909,458.13,185.0,173.2,195.175,423.697,467.8515,185.0,174.4,192.861,418.984,456.87,181.49,172.675,194.366,422.402,457.7,181.745,174.0,41461455.0,14917837.52666,3234970.0,31371151.0,5536694.0
2024-06-07,195.561,422.242,465.43,184.3,171.04,195.611,424.663,468.93,186.2888,172.51,192.831,421.396,458.13,183.36,170.75,193.337,424.583,458.13,184.9,171.5,53464589.0,13673516.552881,2684170.0,28021473.0,3521165.0
2024-06-10,191.817,426.247,459.94,187.06,165.9,195.968,426.456,462.23,187.23,170.37,190.853,422.282,451.51,183.79,165.62,195.571,423.089,453.84,184.07,170.11,97922672.0,14056352.731832,3212350.0,34494498.0,9432639.0
2024-06-11,205.754,431.039,462.69,187.23,165.07,205.763,431.178,462.74,187.77,165.46,192.324,423.637,455.5,184.5373,163.51,192.343,423.862,456.91,187.06,164.87,173544040.0,14606506.582253,2723659.0,27265108.0,8284512.0
2024-06-12,211.634,439.387,459.87,186.89,163.83,218.715,441.718,471.12,188.35,165.3275,205.505,431.607,459.16,185.43,162.4448,205.97,433.669,470.0,188.015,164.88,199480004.0,22451395.913939,3647447.0,33984216.0,6281102.0
2024-06-13,212.794,439.905,458.74,183.83,163.33,215.286,441.708,462.3899,187.67,163.56,210.172,437.704,453.5,182.666,161.54,213.292,439.178,457.87,186.09,162.08,98527404.0,16021337.335847,8557963.0,39721545.0,5432649.0
2024-06-14,211.056,440.891,525.31,183.66,163.81,213.718,441.456,534.45,183.72,164.39,209.875,435.064,521.88,182.23,162.5291,212.408,436.612,530.25,183.08,163.13,70599014.0,13633700.522219,14846614.0,25456410.0,3603340.0
2024-06-17,215.209,446.669,518.74,184.06,166.14,217.473,449.23,525.94,185.0,166.41,211.284,439.048,505.38,181.22,162.79,211.931,440.906,525.51,182.52,163.49,94364893.0,20869191.275646,7163820.0,35601907.0,5412239.0
2024-06-18,212.844,444.647,522.25,182.81,166.48,217.154,448.432,530.37,184.29,167.07,211.564,443.203,513.13,181.43,165.25,216.121,447.999,514.71,183.735,166.1,80486221.0,17177662.522914,4225943.0,36659157.0,3519509.0
2024-06-20,208.265,444.009,522.95,186.1,166.68,212.794,444.837,533.23,186.51,167.64,207.441,439.596,520.4,182.72,165.73,212.488,444.607,527.665,182.91,165.73,86757726.0,19953064.211082,5752373.0,44726779.0,4942417.0
2024-06-21,206.09,448.074,533.44,189.08,167.28,210.46,448.871,535.0,189.275,169.07,205.714,444.817,524.715,185.86,166.45,208.97,445.683,530.31,187.8,167.21,248095025.0,34617483.468413,6614086.0,72931754.0,10899240.0
2024-06-24,206.736,445.972,524.17,185.57,168.08,211.265,451.032,534.58,191.0,169.6099,205.196,444.717,523.48,185.33,167.09,206.319,448.094,532.1,189.33,167.5,81275296.0,15974312.962409,3067824.0,50610379.0,4476929.0
2024-06-25,207.659,449.24,526.88,186.34,167.35,209.953,449.708,529.68,188.84,168.96,207.203,445.055,522.24,185.42,167.25,207.739,446.55,526.2,186.81,168.08,57099062.0,16811297.823785,3144202.0,45898475.0,4220902.0
2024-06-26,211.811,450.444,528.66,193.61,166.74,213.412,451.879,530.66,194.8,167.01,209.218,446.49,526.01,186.26,164.85,210.072,447.297,528.58,186.92,165.89,66662900.0,16569883.086404,2931667.0,65103893.0,4778280.0
2024-06-27,212.655,451.132,546.76,197.85,166.26,214.284,454.439,549.16,199.84,167.25,210.917,450.056,532.1,194.2,165.27,213.242,450.459,533.21,195.005,166.63,50110758.0,14862701.383557,4734063.0,74397491.0,4326460.0
2024-06-28,209.198,445.255,555.54,193.25,164.93,214.612,453.653,558.48,198.85,166.22,208.883,444.717,548.01,192.5,164.62,214.315,451.352,549.7,197.73,165.3,83103341.0,28470264.762037,5084543.0,76930192.0,8756033.0
2024-07-01,215.286,454.997,560.01,197.2,162.89,216.044,455.635,561.21,198.2957,166.06,210.49,443.969,549.73,192.82,162.58,210.66,446.958,551.37,193.49,165.04,60813180.0,17730071.929137,3070159.0,41192011.0,4508019.0
2024-07-02,218.783,457.538,567.71,200.0,163.58,218.893,457.847,570.14,200.43,164.47,213.648,451.394,560.0,195.93,162.32,214.692,451.481,560.0,197.28,163.5,58440422.0,14033009.184799,3054491.0,45600013.0,4650803.0
2024-07-03,220.056,459.022,570.15,197.59,162.6,220.056,459.272,571.83,200.029,164.13,217.553,456.143,564.0001,196.7601,161.96,218.516,456.452,564.292,199.94,162.92,37623613.0,9970650.7964862,1664373.0,31597926.0,2879575.0
2024-07-05,224.814,465.787,578.34,200.0,164.39,224.921,466.573,580.55,200.55,164.52,220.156,457.224,568.92,198.17,162.47,220.156,457.867,570.91,198.65,162.64,60822723.0,16061213.594968,2808635.0,39858885.0,4208217.0
2024-07-08,226.284,464.471,575.4,199.29,162.12,226.314,465.926,576.745,201.2,163.75,221.744,462.698,563.92,197.96,161.92,225.558,464.781,573.18,200.04,163.06,59487167.0,13011677.055075,3007422.0,34767261.0,5268800.0
2024-07-09,227.138,457.797,566.02,199.34,161.9,227.853,465.557,575.01,200.57,162.56,224.846,456.263,562.46,199.045,161.5,226.392,465.229,573.05,199.4,162.19,48496987.0,17294107.222395,2169020.0,32756736.0,5801833.0
2024-07-10,231.409,464.481,564.55,199.79,163.59,231.509,464.691,566.93,200.11,163.77,227.703,457.114,558.21,197.69,160.66,227.753,459.47,564.71,199.995,161.84,63053048.0,18265384.483369,2368443.0,32883753.0,7372266.0
2024-07-11,226.035,452.975,557.63,195.05,163.95,230.822,463.017,572.62,200.2699,164.89,224.247,449.838,557.09,192.86,158.03,229.828,461.224,564.0,200.09,159.1,65150125.0,23199174.39657,3191358.0,44565041.0,10259333.0
2024-07-12,228.984,451.83,559.05,194.49,166.38,231.07,454.629,562.49,196.47,168.03,227.138,448.935,552.315,193.8301,164.96,227.376,452.602,555.1,194.8,164.96,53406814.0,16386431.214484,2013985.0,30598525.0,6677035.0
2024-07-15,232.819,452.238,565.71,192.72,163.86,235.63,455.525,568.23,196.19,166.2981,231.519,449.718,560.23,190.83,163.65,234.884,451.58,560.23,194.56,166.01,63056637.0,14484389.36571,1887763.0,40683227.0,4551803.0
2024-07-16,233.237,447.815,566.54,193.02,164.76,234.677,452.577,570.1,196.62,165.04,230.762,444.965,562.08,192.24,162.84,233.414,452.497,564.6,195.59,163.41,43527921.0,17241078.071561,1539875.0,33994714.0,4461676.0
2024-07-17,227.336,441.838,563.09,187.93,169.89,229.898,443.163,565.0,191.58,170.07,225.111,437.514,556.46,185.99,165.8913,227.903,440.911,563.93,191.35,166.04,57735372.0,21836852.821444,2316265.0,48076139.0,7670981.0
2024-07-18,222.667,438.7,556.85,183.75,170.37,228.885,442.963,564.26,189.68,172.67,220.77,432.752,556.07,181.448,168.39,228.726,442.655,564.18,189.59,168.71,66483086.0,20874001.521932,2184657.0,51043626.0,6228568.0
2024-07-19,222.797,435.452,551.0,183.13,169.36,225.27,439.466,561.09,184.93,170.485,221.769,430.362,548.96,180.11,168.47,223.304,431.457,557.05,181.14,170.28,49485285.0,21020150.897559,2601942.0,43081829.0,5332848.0
2024-07-22,222.449,441.26,554.82,182.55,167.66,226.244,442.913,560.19,185.06,169.71,221.585,437.248,552.7074,182.48,167.35,225.479,440.114,558.65,185.0,169.26,48529217.0,15868949.295639,2391696.0,39931923.0,5308367.0
2024-07-23,223.491,443.163,546.01,186.41,166.28,225.409,446.689,557.249,189.39,168.36,221.179,441.419,544.44,183.56,166.18,222.852,442.211,556.49,184.1,167.79,40231666.0,13156957.133273,2363881.0,47537670.0,3344293.0
2024-07-24,217.066,427.273,531.04,180.83,168.17,223.284,439.806,544.71,185.45,168.67,215.666,425.963,530.35,180.41,164.95,222.489,438.78,543.8,183.2,166.28,62197163.0,26907867.256406,2630081.0,41532360.0,5867046.0
2024-07-25,216.024,416.813,532.15,179.85,171.02,219.361,428.17,542.28,183.8958,173.49,213.172,415.926,527.59,176.8,168.86,217.453,427.174,536.8,182.91,169.49,51740242.0,30057810.660866,2136496.0,44464163.0,6270889.0
2024-07-26,216.49,423.657,542.44,182.5,172.75,218.009,427.288,545.4999,183.19,172.76,214.552,415.687,533.33,180.24,170.73,217.224,416.614,535.35,180.39,170.73,41883897.0,23673638.13833,2090007.0,29505964.0,5746255.0
2024-07-29,216.768,425.111,536.61,183.2,173.21,217.821,430.51,544.3,184.75,173.49,214.295,423.093,535.19,182.38,170.85,215.496,429.943,544.3,183.84,172.29,36558404.0,15183429.975236,1590551.0,33270123.0,4152662.0
2024-07-30,217.323,421.316,538.71,181.71,173.18,218.838,427.422,543.67,185.86,173.45,214.662,415.777,530.9501,179.38,171.55,217.712,426.097,541.85,184.72,172.69,41926681.0,32812041.041768,1566875.0,39508574.0,4994644.0
2024-07-31,220.581,416.763,551.65,186.98,172.67,222.309,420.175,555.55,187.94,174.69,219.142,410.646,543.77,184.46,172.2557,219.946,418.9,547.05,185.05,173.92,50376103.0,43054681.55302,2776002.0,41667326.0,6245571.0
2024-08-01,216.888,415.528,546.41,184.07,174.96,222.966,425.839,561.98,190.6,175.56,215.556,411.523,540.24,181.87,172.5,222.857,419.189,549.99,189.285,172.53,62925496.0,30411758.259294,2075410.0,70435635.0,5994458.0
2024-08-02,218.377,406.94,526.17,167.9,178.04,224.078,413.425,536.84,168.77,179.95,216.24,402.807,519.68,160.55,173.84,217.672,410.925,535.78,166.75,178.84,106285571.0,29549989.3869,2729113.0,141448365.0,6856083.0
2024-08-05,207.859,393.651,509.32,161.02,174.04,212.059,399.518,515.9,162.96,180.91,194.677,384.117,500.0,151.61,173.16,197.746,387.694,504.23,154.21,179.52,120360552.0,40864244.760964,3432155.0,83149437.0,7502535.0
2024-08-06,205.832,398.094,514.2,161.93,172.49,208.573,404.131,519.16,165.08,176.21,199.714,396.988,509.01,158.5404,172.36,203.915,398.482,513.69,161.71,173.28,70133615.0,25041512.777407,2076327.0,59950830.0,7287051.0
2024-08-07,208.404,396.919,513.62,162.77,171.79,212.198,408.524,531.005,167.58,174.39,204.997,395.962,512.86,161.43,171.33,205.505,407.085,520.95,166.55,171.62,63947814.0,20729537.539358,1663682.0,48408240.0,5429077.0
2024-08-08,211.871,401.162,530.24,165.8,172.37,212.754,404.321,531.07,166.6899,173.0,207.421,398.423,519.56,162.55,169.81,211.673,400.914,520.59,165.165,170.21,47481463.0,20279956.181766,2155115.0,44616206.0,5112483.0
2024-08-09,214.782,404.48,536.3,166.94,172.39,215.316,406.502,537.28,168.55,172.78,210.54,400.737,528.02,165.85,170.39,210.67,402.497,528.02,166.4,172.09,42488275.0,19350064.906628,1272635.0,36401049.0,3223163.0
2024-08-12,216.312,405.267,530.93,166.8,171.42,218.281,407.21,538.08,168.55,172.87,214.392,402.71,525.77,166.1101,170.705,214.862,405.516,536.04,168.14,172.24,38242110.0,16826710.28653,1450410.0,30072788.0,3802411.0
2024-08-13,220.032,412.439,535.22,170.23,172.37,220.648,413.376,537.72,171.04,172.42,217.785,408.016,527.9,167.1,170.22,217.785,408.036,530.93,167.81,171.62,44403834.0,19488193.859086,3063918.0,39237915.0,3894698.0
2024-08-14,220.479,415.279,539.79,170.1,173.71,221.782,416.135,542.9205,172.28,174.34,218.471,410.882,533.2,168.86,171.93,219.336,413.227,536.62,172.11,172.23,42196724.0,18336534.370003,1915589.0,28843804.0,3555959.0
2024-08-15,223.461,420.189,554.16,177.59,172.52,224.089,420.269,557.22,177.91,174.3,221.513,416.826,545.01,173.99,171.83,223.343,418.961,545.19,174.86,173.71,46675227.0,20793682.319441,2182382.0,51698513.0,4472137.0
2024-08-16,224.786,417.634,553.46,177.06,172.62,225.558,420.498,554.76,178.34,172.78,222.398,416.466,547.8,176.2601,171.1059,222.666,419.76,552.35,177.04,172.52,44589783.0,22821181.535695,1541726.0,31489175.0,4614804.0
2024-08-19,224.626,420.688,563.12,178.22,173.82,224.726,420.907,563.77,178.3,173.98,221.792,415.628,550.59,176.16,172.44,224.456,418.123,550.59,177.64,172.66,40916800.0,15264449.896166,1423293.0,31129807.0,3521653.0
2024-08-20,225.243,423.951,562.25,178.88,175.85,225.898,425.009,568.18,179.01,176.03,224.188,420.798,559.61,177.4308,172.5,224.506,420.858,564.48,177.92,173.53,30469554.0,16420383.035994,1219609.0,26255204.0,5330053.0
2024-08-21,225.133,423.293,565.79,180.11,175.21,226.703,425.548,566.6,182.385,176.82,223.791,420.878,557.91,178.8937,174.6239,225.252,423.228,562.13,179.92,175.94,34961137.0,16099458.944762,1401708.0,35599120.0,4020749.0
2024-08-22,223.274,414.72,557.44,176.13,175.74,227.062,425.937,572.0,181.47,176.08,222.646,413.782,555.65,175.68,174.7,226.515,423.512,567.07,181.38,175.83,43941234.0,19400656.553581,1627658.0,32047482.0,5265989.0
2024-08-23,225.571,415.957,558.3,177.04,175.87,226.943,418.422,566.52,178.9699,176.68,223.075,411.267,552.5,175.24,173.67,224.395,416.147,565.45,177.34,176.63,38894922.0,18530801.895956,2023465.0,29150091.0,5283617.0
2024-08-26,225.908,412.664,559.44,175.5,175.97,226.008,416.446,560.26,177.4682,176.84,222.636,410.518,555.03,174.3,175.73,225.491,415.533,555.03,176.7,176.32,30774435.0,13179157.229326,1387479.0,22366236.0,4146861.0
2024-08-27,226.753,413.013,567.82,173.12,175.3,227.568,413.532,569.52,174.89,176.88,223.631,409.43,554.3439,172.25,174.52,224.731,412.035,554.4,174.15,176.31,36136796.0,13519918.949025,1404415.0,29841979.0,3520562.0
2024-08-28,225.223,409.78,560.54,170.8,173.92,228.573,414.171,569.59,173.69,175.7432,224.416,406.496,557.67,168.92,173.35,226.645,414.051,568.22,173.69,175.55,38266321.0,14912449.726074,1289699.0,29045025.0,3915499.0
2024-08-29,228.503,412.295,569.63,172.12,172.09,231.616,421.207,578.4,174.29,173.96,227.598,409.78,567.05,170.81,171.91,228.812,414.111,567.05,173.22,173.76,52198422.0,17079359.434491,1955588.0,26407815.0,4654540.0
2024-08-30,227.718,416.307,574.41,178.5,172.88,229.111,416.656,575.65,178.9,173.56,226.207,411.307,568.2865,172.6,171.25,228.901,414.77,572.2,172.78,172.06,53288998.0,24356980.511221,1982970.0,43429355.0,8677312.0
2024-09-03,221.523,408.622,571.04,176.25,177.54,227.718,419.041,586.695,178.26,177.89,219.932,406.217,566.79,175.26,171.88,227.271,417.075,576.3,177.55,172.38,50473043.0,20354263.518278,2757929.0,37817511.0,7032051.0
2024-09-04,219.614,408.083,575.25,173.33,178.52,220.538,410.418,578.86,175.98,179.65,216.262,403.562,565.76,172.54,176.29,220.419,405.099,568.87,174.48,177.9,44086925.0,15166102.433208,1615787.0,30309225.0,6188454.0
2024-09-05,221.136,407.574,567.93,177.89,179.3,224.218,412.275,573.39,179.875,179.73,220.281,405.319,562.53,174.995,177.52,220.384,406.806,570.75,175.0,178.73,36821466.0,14223930.311227,1573571.0,40170526.0,5743141.0
2024-09-06,219.584,400.898,563.41,171.39,177.34,223.98,409.83,573.31,178.38,178.58,218.54,399.999,558.0,171.16,177.0,222.696,408.243,570.9,177.24,177.44,48695532.0,19648777.209662,2096790.0,41466537.0,6395276.0
2024-09-09,219.673,404.91,569.88,175.4,178.19,220.032,407.834,574.57,175.85,178.79,215.497,401.347,564.44,173.51,175.855,219.584,406.426,567.69,174.53,177.05,67558049.0,15325749.35049,1997121.0,29037362.0,4666169.0
2024-09-10,218.878,413.373,574.48,179.55,177.81,220.242,415.498,577.8,180.5,179.1,215.517,406.886,567.14,176.79,177.64,217.695,407.385,576.75,177.49,178.65,51881383.0,19633507.706671,2030076.0,36233796.0,4315764.0
2024-09-11,221.413,422.195,580.38,184.52,175.78,221.841,423.143,581.24,184.99,177.75,216.671,408.762,559.35,175.73,174.425,220.217,414.67,573.01,180.095,177.44,44838004.0,19305488.441827,2680977.0,42564698.0,4035975.0
2024-09-12,221.523,426.147,586.55,187.0,177.25,222.299,426.515,587.75,187.41,177.69,218.59,418.911,572.98,183.54,173.95,221.255,422.464,581.445,184.8,175.78,37709262.0,17453625.083023,5605338.0,33622483.0,4224894.0
2024-09-13,221.255,429.73,536.87,186.49,177.36,222.786,430.967,540.27,188.5,177.96,220.668,424.61,526.6,185.91,176.365,222.328,424.974,532.565,187.0,177.445,36973538.0,15906330.142683,10423510.0,26495351.0,3290404.0
2024-09-16,215.109,430.478,521.5,184.89,177.21,216.005,432.664,537.69,185.81,179.425,212.722,427.365,521.26,183.36,176.35,215.327,429.74,537.4,185.29,179.0,59691486.0,13862389.08152,5248205.0,26065485.0,4940100.0
2024-09-17,215.577,434.281,515.03,186.88,176.87,215.687,440.967,527.0999,189.45,178.09,213.3,431.406,514.58,186.14,176.3,214.542,439.351,524.29,186.85,177.0,45775518.0,18912010.413851,5164089.0,26091682.0,6305100.0
2024-09-18,219.455,429.949,508.13,186.43,175.21,221.463,435.159,517.58,188.8,178.06,216.322,429.55,506.4901,185.06,174.43,216.332,434.131,517.01,186.45,176.86,60232012.0,18935869.074899,3997267.0,34448130.0,5307852.0
