Date,AAPL.US Close,MSFT.US Close,ADBE.US Close,AMZN.US Close,PEP.US Close,AAPL.US High,MSFT.US High,ADBE.US High,AMZN.US High,PEP.US High,AAPL.US Low,MSFT.US Low,ADBE.US Low,AMZN.US Low,PEP.US Low,AAPL.US Open,MSFT.US Open,ADBE.US Open,AMZN.US Open,PEP.US Open,AAPL.US Volume,MSFT.US Volume,ADBE.US Volume,AMZN.US Volume,PEP.US Volume
2025-02-04,231.751,412.37,440.23,242.06,143.49,232.08,413.9199,443.58,242.52,147.75,225.629,409.74,434.26,238.03,143.0,226.227,412.685,435.43,239.01,146.1,45271128.0,20532096.0,2647701.0,29713812.0,12804949.0
2025-02-05,231.424,413.29,437.63,236.17,145.66,231.622,413.827,444.95,238.32,145.79,227.242,410.4,436.27,235.2,142.7,227.501,412.35,440.75,237.02,143.39,39844383.0,16336188.0,2938540.0,38832042.0,9249234.0
2025-02-06,232.17,415.82,435.4,238.83,145.35,232.747,418.2,439.96,239.6599,146.9,229.388,414.0,434.35,236.01,143.96,230.243,414.0,437.63,238.01,146.26,30060693.0,16309755.0,2568120.0,60897095.0,5604877.0
2025-02-07,226.605,409.75,433.07,229.15,144.58,232.946,418.65,441.0,234.81,145.15,226.237,408.1,432.41,228.06,143.9,231.554,416.48,436.24,232.5,145.01,39886809.0,22886844.0,2693470.0,77539276.0,5872343.0
2025-02-10,226.874,412.22,451.1,233.14,144.35,229.799,415.4624,453.37,233.92,144.52,226.426,410.92,439.0,229.2,143.01,228.787,413.71,439.25,230.545,144.35,33228884.0,20817919.0,3946729.0,35419926.0,8715391.0
2025-02-11,231.827,411.44,458.82,232.76,145.64,234.429,412.49,461.549,233.44,145.72,227.353,409.3,448.29,230.13,143.4,227.423,409.64,449.0,231.92,144.37,53902052.0,18140592.0,3256999.0,23713726.0,6353965.0
2025-02-12,236.063,409.04,462.76,228.93,143.99,236.153,410.75,463.0,231.18,144.78,229.894,404.3673,451.3,228.16,143.03,230.412,407.21,458.0,230.46,144.04,45398002.0,19121734.0,3308534.0,32285249.0,6658177.0
2025-02-13,240.708,410.54,459.22,230.37,144.58,241.514,411.0,465.6999,230.42,144.935,234.766,406.36,457.03,227.52,143.6,236.103,407.0,465.21,228.85,144.23,53797388.0,23891731.0,2794395.0,31346512.0,7175276.0
2025-02-14,243.767,408.43,460.16,228.68,143.39,244.713,408.91,464.99,229.89,146.17,240.168,405.88,458.0,227.23,143.33,240.428,407.79,463.35,229.2,144.42,41036072.0,22758464.0,2622973.0,27031084.0,5001806.0
2025-02-18,243.637,409.64,464.11,226.65,144.1,244.344,410.597,464.33,229.3,144.15,241.015,406.5,453.07,223.72,141.6,243.079,408.0,462.65,228.82,142.9,48989440.0,21423051.0,2973775.0,42975133.0,8738725.0
2025-02-19,244.035,414.77,456.99,226.63,145.81,245.171,415.49,463.61,226.83,145.93,242.332,407.65,455.32,223.71,144.15,243.827,407.88,463.61,225.52,144.23,32314337.0,24114197.0,2965546.0,28566709.0,5777273.0
2025-02-20,244.993,416.13,454.69,222.88,149.1,245.94,419.31,461.0,225.13,149.1899,243.457,412.54,451.57,221.81,145.0,244.105,415.29,457.44,224.775,145.11,32427415.0,23508728.0,2337598.0,30001665.0,6789805.0
2025-02-21,244.713,408.21,444.32,216.58,153.5,247.842,418.048,453.75,223.31,154.55,244.384,407.89,440.69,214.74,148.9,245.112,417.335,453.275,223.28,149.99,53379340.0,27524799.0,3375996.0,55323850.0,10604404.0
2025-02-24,246.329,404.0,444.42,212.71,153.85,248.012,409.37,446.28,217.715,156.32,243.587,399.32,440.91,212.42,152.12,244.09,408.51,445.11,217.45,152.34,51501907.0,26443656.0,2807937.0,42387585.0,7187038.0
2025-02-25,246.197,397.9,443.41,212.8,156.42,249.148,401.915,447.49,213.34,158.46,244.075,396.7,439.1738,204.16,154.0,247.154,401.1,443.47,211.63,154.79,48177454.0,29387402.0,2612652.0,58957977.0,9474619.0
2025-02-26,239.541,399.73,441.5,214.35,151.51,244.145,403.6,447.65,218.16,155.61,238.315,394.245,438.4,213.09,151.14,243.497,398.01,443.8,214.94,155.57,44585505.0,19618954.0,1947626.0,39120603.0,9076519.0
2025-02-27,236.491,392.53,437.19,208.74,152.02,241.633,405.74,444.57,219.97,152.6893,236.253,392.17,436.82,208.37,149.93,238.594,401.265,441.79,218.35,150.9,41294364.0,21127406.0,2340232.0,40548571.0,6730985.0
2025-02-28,241.015,396.99,438.56,212.28,153.47,241.265,397.63,440.37,212.62,155.1,229.416,386.57,432.103,206.99,152.35,236.143,392.655,438.16,209.06,153.7,57027702.0,32845658.0,3936914.0,51771737.0,8455499.0
2025-03-03,237.219,388.49,440.72,205.02,155.99,243.196,398.82,448.09,214.01,156.15,235.308,386.155,438.21,202.55,150.5,240.965,398.82,440.65,213.352,151.35,47345331.0,23007726.0,2607694.0,42948447.0,8321674.0
2025-03-04,235.126,388.61,446.03,203.8,154.19,239.252,392.58,448.8159,206.8,160.15,233.88,381.0,434.7,197.432,153.96,236.895,383.4,439.25,200.11,157.335,53982025.0,29342923.0,2942168.0,60853084.0,10274235.0
2025-03-05,234.936,401.02,451.24,208.36,153.88,235.743,401.67,453.26,209.98,155.34,228.449,388.81,443.11,203.26,152.725,234.618,389.34,443.65,204.8,152.93,47389138.0,23433132.0,2406219.0,38610085.0,5578701.0
2025-03-06,234.529,396.89,444.78,200.7,154.61,237.049,402.15,452.19,205.77,154.97,232.364,392.6777,441.1861,198.3015,152.53,233.637,394.28,444.73,204.4,154.17,45324880.0,23304625.0,2732076.0,49863755.0,8421031.0
2025-03-07,238.255,393.31,449.4,199.25,154.44,240.548,394.8,452.51,202.2653,157.59,233.96,385.54,440.99,192.53,152.77,234.304,392.32,442.0,199.49,153.25,46431798.0,22034087.0,3039466.0,59802821.0,8997748.0
2025-03-10,226.704,380.16,435.08,194.54,156.25,235.356,386.4,444.54,196.73,160.08,223.455,377.22,433.23,190.85,155.37,234.737,385.84,443.105,195.6,155.875,72317645.0,32840134.0,4001634.0,62350926.0,11156892.0
2025-03-11,220.088,380.45,433.66,196.59,152.33,225.07,386.0,441.33,200.18,156.05,216.709,376.91,431.0,193.4,151.805,223.043,379.0,432.88,193.9,155.79,76397763.0,30380177.0,3145227.0,54002880.0,7981566.0
2025-03-12,216.24,383.27,438.6,198.89,148.17,220.995,385.2165,443.9,201.52,149.525,214.178,378.9507,435.5,195.29,146.51,219.39,382.95,436.69,200.72,147.545,62761349.0,24253567.0,5515858.0,43679284.0,8330241.0
2025-03-13,208.965,378.77,377.84,193.89,148.34,216.101,385.32,405.77,198.8799,150.475,207.71,377.45,374.5,191.82,148.06,215.214,383.155,405.27,198.165,148.37,61578180.0,20473017.0,14386637.0,41270761.0,5351093.0
2025-03-14,212.762,388.56,394.74,197.95,148.59,213.221,390.23,396.36,198.65,149.16,208.867,379.51,377.8,195.32,147.08,210.53,379.775,379.745,197.41,147.13,60313121.0,19952846.0,6134775.0,38096663.0,5277544.0
2025-03-17,213.271,388.7,399.34,195.74,151.34,214.486,392.705,399.94,199.0,151.67,209.254,385.57,387.13,194.3247,149.13,212.583,386.7,394.115,198.77,149.23,48237813.0,22474272.0,4258533.0,47341752.0,5449712.0
2025-03-18,211.965,383.52,391.37,192.82,148.99,214.416,387.37,395.95,194.0,151.3,210.77,381.1,384.57,189.38,148.75,213.431,387.07,395.36,192.52,150.0,42577524.0,19486850.0,4297269.0,40414867.0,8158556.0
2025-03-19,214.506,387.82,387.89,195.54,148.11,218.015,389.68,395.26,195.965,148.88,213.021,384.0,387.0,191.96,146.795,213.489,385.525,394.1,193.38,148.16,54571362.0,19185532.0,4349931.0,39442878.0,6080054.0
2025-03-20,213.371,386.84,389.61,194.95,147.15,216.749,391.785,397.82,199.32,148.065,211.497,383.28,385.8025,192.3,146.64,213.261,385.735,386.895,193.07,147.56,49030034.0,18470542.0,4009500.0,38921113.0,4536367.0
2025-03-21,217.526,391.26,387.26,196.21,145.45,218.094,391.74,389.85,196.99,147.7,210.56,382.8,382.45,192.52,144.75,210.839,383.215,384.13,192.9,147.0,94449639.0,39675928.0,7607266.0,60056917.0,11574777.0
2025-03-24,219.978,393.08,394.47,203.26,146.45,220.725,395.4,396.86,203.64,146.72,217.836,389.81,391.3801,199.95,144.83,220.247,395.4,392.47,200.0,145.485,44450965.0,21004548.0,5223006.0,41625365.0,5968852.0
2025-03-25,222.988,395.16,403.64,205.71,145.54,223.336,396.36,404.32,206.21,146.3,219.33,392.64,392.99,203.22,144.83,220.018,393.915,393.57,203.595,146.15,34611534.0,15774968.0,3648552.0,31171161.0,4763277.0
2025-03-26,220.775,389.97,397.81,201.13,148.64,224.253,395.31,404.5,206.01,149.33,219.718,388.57,397.01,199.925,145.75,222.748,395.0,403.0,205.835,146.0,34650741.0,16132906.0,3426315.0,32990973.0,5885290.0
2025-03-27,223.088,390.58,396.15,201.36,149.67,224.223,392.24,401.4763,203.79,150.41,219.808,387.395,392.51,199.2821,149.09,220.635,390.13,397.44,200.89,149.59,37221620.0,13766761.0,2729696.0,27317661.0,5397532.0
2025-03-28,217.157,378.8,385.71,192.72,149.27,223.048,389.13,396.92,199.26,151.38,216.939,376.93,384.755,191.881,147.11,220.915,388.08,393.89,198.42,150.44,39954777.0,21632016.0,3830307.0,52548226.0,8550883.0
2025-03-31,221.373,375.39,383.53,190.26,149.94,224.852,377.07,384.8,191.33,152.59,215.493,367.24,374.67,184.4,149.7463,216.265,372.535,380.0,188.19,150.2,65522613.0,35184676.0,3960737.0,63547558.0,9985702.0
2025-04-01,222.429,382.19,383.2,192.17,149.67,222.918,382.85,384.0,193.93,150.795,218.154,373.23,375.53,187.2,148.665,219.056,374.65,381.13,187.86,150.485,36537254.0,19689503.0,3847766.0,41267315.0,6072838.0
2025-04-02,223.128,382.14,385.78,196.01,149.12,224.422,385.08,388.0,198.34,150.5,220.267,376.62,376.54,187.66,148.075,220.56,377.965,378.28,187.66,150.23,36028684.0,16092555.0,2859064.0,53679198.0,5866172.0
2025-04-03,202.498,373.11,367.25,178.41,151.37,206.783,377.48,376.01,184.13,154.05,200.564,369.35,366.29,176.92,150.86,204.839,374.785,371.875,182.995,151.69,103772649.0,30197997.0,5324421.0,95553617.0,8216247.0
2025-04-04,187.738,359.84,349.07,171.0,146.61,199.199,374.59,361.73,178.1436,154.92,186.702,359.48,348.8,166.0,146.44,193.229,364.125,359.0,167.145,152.99,126341467.0,49209854.0,5867564.0,123159359.0,12911386.0
2025-04-07,180.842,357.86,340.7,175.26,143.19,193.488,370.9999,358.36,183.4099,146.1,174.024,344.79,332.01,161.38,140.67,176.596,350.88,335.54,162.0,141.32,161015003.0,50424998.0,7690909.0,109327115.0,14423214.0
2025-04-08,171.832,354.56,340.0,170.66,140.3,189.687,373.65,350.74,185.9,145.4,168.633,350.25,333.83,168.57,139.15,186.064,368.255,350.1,185.23,143.945,121272772.0,35868918.0,6650815.0,87710360.0,9488865.0
2025-04-09,198.173,390.49,364.64,191.1,145.59,199.926,393.225,365.72,192.65,145.95,171.304,353.1,333.43,169.93,138.33,171.364,353.535,338.74,172.115,140.25,185026430.0,50199696.0,7186274.0,116804328.0,14067005.0
2025-04-10,189.771,381.35,350.05,181.22,144.14,194.116,383.9,362.5,186.8692,147.135,182.376,367.8,341.52,175.8518,142.92,188.42,382.06,360.97,185.44,145.42,122296751.0,38024368.0,5694976.0,68302045.0,10980259.0
2025-04-11,197.475,388.45,352.47,184.87,144.43,198.86,390.05,353.1,185.86,145.29,185.425,378.89,342.35,178.0,142.12,185.465,380.635,351.44,179.93,145.15,87734903.0,23839220.0,3941817.0,50594339.0,8563304.0
2025-04-14,201.83,387.81,350.91,182.12,146.75,212.214,394.65,362.05,187.44,147.175,200.477,384.21,348.5,179.23,143.5,210.72,393.22,359.51,186.84,144.16,101699489.0,19251172.0,3285950.0,48002540.0,5393999.0
2025-04-15,201.451,385.73,350.38,179.59,142.84,202.816,391.89,356.49,182.35,145.98,199.119,384.1599,349.185,177.9331,142.62739,201.167,388.505,351.05,181.41,145.84,51519443.0,17199890.0,3030407.0,43641952.0,5459551.0
2025-04-16,193.608,371.61,344.19,174.33,140.09,200.016,381.61,350.38,179.1046,144.4,191.714,368.0,341.3101,171.41,139.7698,197.683,380.67,345.0,176.29,144.11,59936679.0,21967826.0,3687874.0,51875316.0,7878593.0
2025-04-17,196.309,367.78,348.8,172.61,142.84,198.156,374.3215,351.875,176.21,143.5664,193.757,366.89,345.09,172.0,140.075,196.528,373.745,349.75,176.0,140.34,52343053.0,21120192.0,5229675.0,44726453.0,6131364.0
2025-04-21,192.501,359.12,343.22,167.32,141.73,193.14,364.48,346.68,169.6,142.83,189.165,355.67,338.64,165.285,140.57,192.606,362.815,344.565,169.6,142.5,46902373.0,20807279.0,3691241.0,48126111.0,7412800.0
2025-04-22,199.059,366.82,349.91,173.18,143.46,200.903,367.77,352.08,176.78,144.275,195.302,359.8602,344.3687,169.35,141.95,195.452,363.375,349.14,169.845,142.28,53157524.0,19484993.0,3250424.0,56607202.0,7144709.0
2025-04-23,203.902,374.39,351.96,180.6,142.26,207.292,380.39,363.0,187.38,144.015,202.107,373.02,349.8,180.19,140.85,205.298,376.06,358.12,183.45,143.27,53110157.0,20545526.0,3167958.0,63470149.0,7760035.0
2025-04-24,207.66,387.3,360.91,186.54,135.31,208.118,388.45,361.12,186.74,141.85,202.248,375.19,353.245,180.18,134.53,204.192,375.695,353.59,180.915,141.45,47472769.0,22232289.0,3085149.0,43763196.0,15577256.0
2025-04-25,208.567,391.85,367.72,188.99,133.38,209.035,392.16,369.31,189.94,135.61,205.498,384.6,359.99,185.49,131.8,205.662,387.0,361.695,187.62,135.465,38352959.0,18973165.0,3499345.0,36414330.0,11544686.0
2025-04-28,209.424,391.16,368.62,187.7,133.76,210.78,392.74,370.99,190.22,135.41,206.753,386.638,364.58,184.885,133.1,209.284,391.955,368.05,190.105,133.9,38875556.0,16579430.0,3163425.0,33224732.0,8498608.0
2025-04-29,210.49,394.04,370.98,187.39,134.31,211.517,395.1,373.88,188.0158,134.46,207.66,390.38,366.88,183.68,131.52,207.982,391.3,367.21,183.99,132.48,36953565.0,14973976.0,2198291.0,41667255.0,7010733.0
2025-04-30,211.776,395.26,374.98,184.42,135.58,212.852,396.66,376.0,185.05,136.1789,205.966,384.44,363.56,178.85,133.095,208.587,390.3,366.87,182.17,135.63,52465248.0,36461075.0,3305481.0,55176543.0,7923472.0
2025-05-01,212.593,425.4,374.63,190.2,133.55,213.829,436.99,380.44,191.80711,134.81,208.187,424.9,374.07,187.5,133.24,208.367,431.11,378.3,190.63,134.465,57561838.0,58938100.0,2848778.0,74265963.0,6807019.0
2025-05-02,204.651,435.28,380.87,189.98,133.75,206.285,439.44,383.5615,192.88,134.4,201.471,429.985,379.19,186.4,133.1499,205.388,431.74,380.09,191.435,134.15,101356028.0,30757434.0,2340739.0,77903487.0,7169731.0
2025-05-05,198.213,436.17,381.06,186.35,131.99,203.405,439.5,384.54,188.18,134.045,197.535,432.11,378.4,185.53,131.7,202.408,432.87,379.29,186.51,134.045,69254461.0,20136053.0,2095559.0,35217469.0,8972159.0
2025-05-06,197.833,433.31,382.98,185.01,130.74,199.966,437.73,386.52,187.93,131.9,196.349,431.17,375.05,183.85,130.16,197.535,432.2,376.565,184.57,131.9,51391617.0,15104204.0,2970086.0,29314055.0,6889893.0
2025-05-07,195.581,433.35,384.97,188.71,131.915,198.76,438.12,387.83,190.99,132.67,192.591,431.1103,380.945,185.01,130.2701,198.492,433.84,384.7,185.56,130.945,68851579.0,23307241.0,2153771.0,44002926.0,6313815.0
2025-05-08,196.816,438.17,383.99,192.08,131.43,199.369,443.67,388.731,194.33,132.98,194.017,435.66,383.4,188.82,131.26,197.046,437.93,388.3,191.43,131.885,50651485.0,23491330.0,3383867.0,41043620.0,6392355.0
2025-05-09,197.853,438.73,383.28,193.06,130.44,199.856,440.74,388.77,194.69,131.65,196.861,435.88,382.33,191.16,130.18,198.322,440.0,386.18,193.375,131.15,36578577.0,15324233.0,2031324.0,29663143.0,4770504.0
2025-05-12,210.347,449.26,395.94,208.64,131.68,210.824,449.37,397.82,211.66,132.33,206.316,439.78,392.755,205.75,130.06,210.527,445.94,394.33,210.71,130.835,63910088.0,22821935.0,3157670.0,75205042.0,8392720.0
2025-05-13,212.483,449.14,397.4,211.37,130.31,212.952,450.6733,399.67,214.84,131.64,208.561,445.36,394.71,210.1,129.75,209.987,447.78,395.9,211.08,131.17,52018622.0,23618819.0,2664142.0,56193682.0,8650220.0
2025-05-14,211.884,452.94,399.47,210.25,128.45,213.49,453.9,400.12,211.93,130.17,210.137,448.14,396.42,208.85,127.87,211.984,448.14,396.85,211.45,130.07,49429676.0,19902796.0,2409217.0,38492128.0,10463015.0
2025-05-15,211.005,453.13,404.69,205.17,131.5,212.513,456.19,404.85,206.88,131.55,209.099,450.4301,399.35,202.673,128.81,210.507,450.765,399.35,206.45,129.19,45124278.0,21992323.0,2763813.0,64347317.0,9165089.0
2025-05-16,210.817,454.27,417.125,205.59,131.98,212.123,454.36,421.765,206.85,132.26,209.329,448.73,412.06,204.374,130.65,211.914,452.05,414.62,206.85,132.09,54853095.0,23849781.0,5391532.0,43318478.0,8896370.0
2025-05-19,208.341,458.87,420.68,206.16,131.79,209.04,459.585,421.27,206.62,132.26,203.83,450.8,413.1993,201.26,131.11,207.473,450.875,413.53,201.645,132.13,46237671.0,21336509.0,3007984.0,34314810.0,9406194.0
2025-05-20,206.425,458.17,417.61,204.07,131.8,208.032,458.34,419.13,205.5899,132.165,204.6,454.3201,414.29,202.65,131.35,207.234,455.59,417.87,204.628,131.745,42586108.0,15441808.0,2453377.0,29470373.0,7624244.0
2025-05-21,201.666,452.57,414.03,201.12,130.15,206.605,457.78,422.95,203.455,131.9,200.288,451.814,412.59,200.06,130.06,204.739,454.57,414.855,201.61,131.8,59336439.0,19216906.0,2495783.0,42460924.0,9243724.0
2025-05-22,200.937,454.86,414.33,203.1,130.12,202.324,460.25,417.8984,205.76,130.7,199.281,453.9,412.51,200.16,128.8244,200.288,454.95,412.51,201.38,130.02,46840819.0,18025612.0,1889487.0,38938882.0,7140231.0
2025-05-23,194.86,450.18,407.69,200.99,129.34,197.285,453.69,411.45,202.37,129.755,193.054,448.91,407.15,197.85,127.75,193.258,449.98,409.11,198.9,129.56,78598051.0,16883509.0,2087674.0,33393545.0,8122494.0
2025-05-27,199.789,460.69,413.1,206.02,131.37,200.318,460.95,414.95,206.69,131.46,197.015,456.115,411.6,202.19,129.128,197.883,456.48,412.76,203.085,130.08,56406985.0,20974293.0,2680356.0,34892044.0,13974764.0
2025-05-28,199.999,457.36,412.23,204.72,130.67,202.304,462.52,416.37,207.66,132.19,199.48,456.93,411.42,204.41,130.47,200.169,461.22,413.81,205.915,131.29,45435136.0,17086261.0,2246508.0,28549753.0,9431450.0
2025-05-29,199.53,458.68,413.36,205.7,131.92,203.382,461.72,415.4203,208.81,132.07,198.093,455.3105,410.47,204.23,130.25,203.147,461.55,414.0,208.025,130.86,51586320.0,13982211.0,1781393.0,34700005.0,6659069.0
2025-05-30,200.428,460.36,415.09,205.01,131.45,201.536,461.68,417.86,205.99,132.7199,196.367,455.54,411.53,201.695,131.29,198.951,459.715,414.14,204.84,132.145,70969047.0,34770475.0,4231334.0,51679406.0,12992075.0
2025-06-02,201.276,461.97,403.4,206.65,130.91,201.705,462.11,410.0,207.0,131.03,199.699,456.89,396.73,202.68,129.07,199.859,457.14,408.88,204.98,130.9,35497874.0,16626495.0,4153688.0,29113319.0,6723720.0
2025-06-03,202.843,462.97,412.49,205.71,131.85,203.342,464.14,412.64,208.9469,132.21,200.533,460.8622,402.476,205.03,129.81,200.927,461.47,403.455,207.105,130.63,46479219.0,15743760.0,2737513.0,33139121.0,7339524.0
2025-06-04,202.394,463.87,413.91,207.23,131.74,205.806,465.69,415.94,208.18,132.74,201.675,463.0201,410.08,205.18,131.095,202.484,464.0,411.54,206.55,132.235,43695789.0,14162688.0,1843425.0,29915592.0,6519728.0
2025-06-05,200.209,467.68,415.2,207.91,131.11,204.32,469.65,421.48,212.81,131.41,199.729,464.03,413.98,207.56,130.21,203.072,464.955,415.0,209.55,131.2,55337498.0,20154460.0,2276924.0,51979243.0,9566619.0
2025-06-06,203.492,470.38,416.92,213.57,130.03,205.268,473.335,419.645,213.8699,130.665,201.626,468.78,415.28,210.5,129.34,202.574,470.085,417.54,212.4,130.245,46705821.0,15285624.0,2146908.0,39832500.0,7628224.0
2025-06-09,201.027,472.75,416.26,216.98,129.96,205.567,473.43,419.0,217.85,130.65,199.6,468.62,415.15,212.88,129.18,203.96,469.7,417.295,214.75,129.83,73015962.0,16469932.0,3034210.0,38102502.0,8453146.0
2025-06-10,202.244,470.92,416.06,217.61,131.83,203.92,472.8,419.82,217.69,132.12,200.149,466.96,414.42,214.15,129.46,200.179,471.185,416.605,216.78,130.2,54787716.0,15375944.0,2627431.0,31303317.0,11852874.0
2025-06-11,198.363,472.62,412.84,213.2,129.9,204.07,475.47,416.0432,218.4,131.97,197.993,469.655,410.42,212.89,129.79,203.072,470.02,415.2,217.41,131.94,61118265.0,16399176.0,3385416.0,39325981.0,9168356.0
2025-06-12,198.781,478.87,413.68,213.24,132.3,199.261,480.415,416.39,213.58,132.33,196.945,473.52,410.77,211.33,129.71,198.661,475.02,411.43,211.78,129.89,43997072.0,18950582.0,6313316.0,27639991.0,11444911.0
2025-06-13,196.037,474.96,391.68,212.1,130.85,199.949,479.18,399.85,214.05,133.06,195.289,472.76,383.75,209.62,130.59,199.311,476.41,392.5,209.96,131.755,51555667.0,16814456.0,10629682.0,29337763.0,9581034.0
2025-06-16,198.003,479.14,401.73,216.1,131.41,198.268,480.6943,405.0,217.06,132.09,196.151,475.0,391.11,211.6,130.2284,196.885,475.21,392.985,212.31,131.31,43111267.0,15626104.0,6798251.0,33284158.0,11183692.0
2025-06-17,195.229,478.04,382.68,214.82,129.29,197.973,478.7399,399.67,217.41,131.6899,194.8,474.08,381.8,214.56,129.13,196.785,475.395,397.275,215.195,131.16,38937960.0,15414128.0,6866253.0,32086262.0,10235225.0
2025-06-18,196.167,480.24,378.04,212.52,129.07,197.155,481.0,385.2729,217.96,129.675,194.66,474.46,377.54,212.34,128.59,195.528,478.0,383.985,215.09,129.63,45490263.0,17526452.0,4808869.0,44360509.0,8785766.0
2025-06-20,200.578,477.4,376.92,209.69,129.07,201.276,483.46,382.29,214.89,130.42,196.442,476.87,373.76,208.2709,128.9,197.818,482.23,380.48,214.68,129.53,97017374.0,37576206.0,8126939.0,75350733.0,23000967.0
2025-06-23,201.077,486.0,380.12,208.47,129.09,201.875,487.75,380.21,210.39,129.5,198.542,472.51,374.24,207.3101,127.82,201.201,478.21,377.59,209.79,129.29,55931784.0,24863952.0,3841754.0,37311725.0,12840356.0
2025-06-24,199.879,490.11,382.34,212.77,131.05,203.012,491.849,385.0,214.34,131.21,199.779,486.795,378.51,211.045,129.05,202.164,488.95,384.96,212.135,129.14,54177860.0,22305642.0,4797074.0,38378757.0,9226773.0
2025-06-25,201.137,492.27,387.55,211.99,128.02,203.242,494.5556,388.05,216.03,130.5922,200.199,489.39,382.0,211.11,127.63,201.027,492.04,383.6,214.615,130.26,39608948.0,17495099.0,3718763.0,31755698.0,10922565.0
2025-06-26,200.578,497.45,384.95,217.12,128.22,202.214,498.04,389.985,218.035,129.16,199.041,492.81,382.87,212.01,127.6,201.007,492.98,387.2,213.12,127.71,50906074.0,21578853.0,3139666.0,50480814.0,11538069.0
2025-06-27,200.657,495.94,385.83,223.3,131.04,202.793,499.3,390.31,223.3,131.339,199.58,493.03,384.405,216.74,128.11,201.466,497.55,385.44,219.92,128.29,73342663.0,34539236.0,5083803.0,119217138.0,26536478.0
2025-06-30,204.739,497.41,386.88,219.39,132.04,206.954,500.76,390.98,223.82,132.36,198.842,495.33,384.63,219.12,130.59,201.586,497.04,387.3,223.52,131.195,92106330.0,28368991.0,4645498.0,58887780.0,11402443.0
2025-07-01,207.383,492.05,392.1,220.46,135.26,209.745,498.05,392.58,221.875,136.39,205.707,490.98,381.5172,217.93,132.47,206.231,496.47,385.1,219.5,132.59,78954750.0,19945375.0,4516381.0,39256830.0,12846685.0
2025-07-02,211.993,491.09,378.47,219.92,136.48,212.892,493.5,386.88,221.6,137.0,207.703,488.7,372.73,219.06,134.88,208.471,489.99,384.64,219.73,135.25,68084856.0,16319641.0,6912202.0,30894178.0,9388667.0
2025-07-03,213.101,498.84,379.31,223.41,135.38,214.199,500.13,383.2,224.01,136.83,211.365,493.44,377.8,221.36,135.235,211.7,493.81,378.0,221.82,136.695,35029432.0,13984829.0,2863680.0,29632353.0,4941378.0
2025-07-07,209.509,497.72,376.93,223.47,134.45,215.776,498.75,382.22,224.29,135.72,208.361,495.225,375.52,222.37,133.675,212.233,497.38,378.9,223.0,135.53,50334736.0,13981605.0,3545108.0,36604139.0,7773744.0
2025-07-08,209.569,496.62,382.24,219.36,135.04,210.985,498.2,386.6011,224.0,135.6718,208.012,494.11,377.18,218.43,133.28,209.659,497.24,378.5,223.915,133.41,42939142.0,11846586.0,3708199.0,45691987.0,7718265.0
2025-07-09,210.697,503.51,373.38,222.54,134.48,210.886,506.78,384.7451,224.29,135.38,206.785,499.74,370.91,220.47,132.96,209.089,500.3,383.5,221.07,134.9,48852004.0,18659538.0,4726562.0,38155121.0,7762618.0
2025-07-10,211.964,501.48,371.43,222.26,136.08,213.031,504.44,373.5,222.79,136.6757,209.589,497.75,365.51,219.7,133.63,210.062,503.05,371.99,221.55,134.43,44537207.0,16498740.0,4023925.0,30370591.0,8870905.0
2025-07-11,210.717,503.32,363.35,225.02,135.26,211.685,505.03,371.15,226.6799,135.39,209.419,497.795,362.7,222.37,133.81,210.122,498.47,368.0,223.58,134.835,39849535.0,16459512.0,3548721.0,50518307.0,7963646.0
2025-07-14,208.182,503.02,366.99,225.69,135.57,210.467,503.97,367.68,226.66,135.88,207.104,501.03,360.18,224.24,133.86,209.484,501.515,363.185,225.07,134.75,38921885.0,12058848.0,2898705.0,35702597.0,8480302.0
2025-07-15,208.671,505.82,364.18,226.35,133.81,211.445,508.3,368.32,227.27,135.51,208.481,502.79,363.88,225.455,133.75,208.781,503.02,367.0,226.2,135.43,42385390.0,14927202.0,2550992.0,34907294.0,8933520.0
2025-07-16,209.719,505.62,361.77,223.19,135.35,211.954,506.72,365.5524,226.1,135.51,208.201,501.89,358.71,222.18,133.75,209.854,505.18,364.585,225.875,133.95,47590519.0,15154374.0,3592883.0,39535926.0,10941629.0
2025-07-17,209.579,511.7,366.45,223.88,145.44,211.355,513.37,366.96,224.5,145.96,209.149,505.62,359.28,222.51,141.64,210.127,505.68,360.6,223.32,141.7,48169344.0,17503129.0,3340455.0,31855831.0,26161000.0
2025-07-18,210.737,510.05,365.79,226.13,143.24,211.345,514.64,367.79,226.4,146.35,209.264,507.43,364.0,222.98,142.94,210.427,514.48,367.065,225.14,146.265,49077702.0,21209666.0,2459234.0,37833807.0,13752825.0
2025-07-21,212.033,510.06,367.68,229.3,141.7,215.326,512.09,368.28,229.69,143.59,211.185,505.55,363.13,225.65,140.456,211.655,506.705,366.49,225.835,143.105,51485604.0,14066805.0,2770433.0,40297556.0,9025630.0
2025-07-22,213.95,505.27,372.87,227.47,146.04,214.498,511.2,374.5,230.0,146.4,211.785,505.27,368.0,226.35,141.23,212.692,510.97,368.0,229.68,141.23,46501771.0,13868644.0,2448998.0,37483702.0,8281528.0
2025-07-23,213.7,505.87,372.46,228.29,145.66,214.698,506.79,373.99,228.79,147.0301,211.964,500.7,369.26,227.09,145.09,214.548,506.75,373.49,228.47,145.86,47088232.0,16396585.0,1994599.0,28294852.0,6165951.0
